Datetime,Open,High,Low,Close
2020-04-06T02:15:00Z,7795.9,7804,7765.8,7768.2
2020-04-06T02:30:00Z,7768.9,7771.3,7749.5,7768.4
2020-04-06T02:45:00Z,7769.6,7781.4,7761.4,7779.1
2020-04-06T03:00:00Z,7778.3,7785.6,7765.2,7781.5
2020-04-06T03:15:00Z,7781.4,7787.7,7772.2,7787.7
2020-04-06T03:30:00Z,7787.5,7805.4,7780,7783.3
2020-04-06T03:45:00Z,7783.2,7794.7,7775.8,7790.6
2020-04-06T04:00:00Z,7790.7,7813.2,7786.3,7805.1
2020-04-06T04:15:00Z,7805.2,7810.3,7794,7795.1
2020-04-06T04:30:00Z,7795,7803.9,7781,7784.9
2020-04-06T04:45:00Z,7786,7798.1,7776.8,7792.2
2020-04-06T05:00:00Z,7792.1,7803.8,7780.5,7784.3
2020-04-06T05:15:00Z,7783.1,7795.4,7776.8,7791.4
2020-04-06T05:30:00Z,7791.6,7843.9,7790.7,7836.8
2020-04-06T05:45:00Z,7836.8,7846.6,7822.5,7828.4
2020-04-06T06:00:00Z,7827.8,7870.3,7823.8,7836
2020-04-06T06:15:00Z,7835.7,7852.1,7831.1,7842.6
2020-04-06T06:30:00Z,7842.9,7846.9,7826.2,7834.1
2020-04-06T06:45:00Z,7834,7841.6,7815.5,7825.6
2020-04-06T07:00:00Z,7825.7,7838.9,7816.3,7832.9
2020-04-06T07:15:00Z,7833.2,7852.3,7830.2,7849
2020-04-06T07:30:00Z,7849.1,7854.5,7828.8,7829.9
2020-04-06T07:45:00Z,7830,7847.1,7829.8,7838.6
2020-04-06T08:00:00Z,7839.3,7839.8,7797.9,7804.8
2020-04-06T08:15:00Z,7804.9,7821.9,7798.1,7821.1
2020-04-06T08:30:00Z,7821.2,7824.2,7804.1,7822.3
2020-04-06T08:45:00Z,7822.4,7841.6,7812.5,7838.8
2020-04-06T09:00:00Z,7838.9,7840.7,7815.3,7826.4
2020-04-06T09:15:00Z,7826.3,7840.3,7814.7,7835.8
2020-04-06T09:30:00Z,7836,7850.6,7827.5,7849.3
2020-04-06T09:45:00Z,7849.4,7850.4,7832.5,7836.7
2020-04-06T10:00:00Z,7837.5,7846.2,7815.8,7824.7
2020-04-06T10:15:00Z,7824.7,7833.3,7814.6,7817.2
2020-04-06T10:30:00Z,7817.3,7829,7813,7826.9
2020-04-06T10:45:00Z,7826.8,7832.3,7820.7,7828.8
2020-04-06T11:00:00Z,7828.7,7828.7,7800.8,7805.3
2020-04-06T11:15:00Z,7805.2,7817.7,7794.5,7810.9
2020-04-06T11:30:00Z,7810.8,7817.1,7798.5,7812.2
2020-04-06T11:45:00Z,7812.3,7820.7,7801.2,7809.3
2020-04-06T12:00:00Z,7809.4,7809.4,7789,7799.1
2020-04-06T12:15:00Z,7799.1,7805.6,7783.1,7795.4
2020-04-06T12:30:00Z,7795.6,7811.8,7791.5,7808.3
2020-04-06T12:45:00Z,7808.8,7821.7,7802.7,7814.2
2020-04-06T13:00:00Z,7814.3,7816.8,7802.6,7809.5
2020-04-06T13:15:00Z,7809.4,7821.1,7798.1,7800.2
2020-04-06T13:30:00Z,7800.1,7813.1,7753.1,7784.2
2020-04-06T13:45:00Z,7784.1,7859.1,7783.2,7854.3
2020-04-06T14:00:00Z,7854.4,7866.8,7833.1,7836.4
2020-04-06T14:15:00Z,7836.3,7871.9,7836,7854.2
2020-04-06T14:30:00Z,7854.1,7883.8,7841.6,7857.2
2020-04-06T14:45:00Z,7857.4,7866.6,7841.8,7857
2020-04-06T15:00:00Z,7857.3,7880.8,7846.6,7873.4
2020-04-06T15:15:00Z,7873.4,7886.9,7859.6,7885.3
2020-04-06T15:30:00Z,7885.6,7890.6,7868,7885.5
2020-04-06T15:45:00Z,7886.5,7901.2,7881.1,7892.3
2020-04-06T16:00:00Z,7892.5,7910.3,7884,7910
2020-04-06T16:15:00Z,7909.8,7931.6,7904.4,7927.1
2020-04-06T16:30:00Z,7927.2,7936.2,7915,7925.3
2020-04-06T16:45:00Z,7925.2,7939.3,7915.7,7939.3
2020-04-06T17:00:00Z,7939.1,7942.5,7924.5,7929.8
2020-04-06T17:15:00Z,7930,7938.3,7919.7,7932.5
2020-04-06T17:30:00Z,7932.6,7953.3,7925.2,7952.3
2020-04-06T17:45:00Z,7952.1,7963.6,7945.7,7963.4
2020-04-06T18:00:00Z,7963.3,7964.8,7923.5,7927.2
2020-04-06T18:15:00Z,7927.5,7934.6,7915.2,7929.3
2020-04-06T18:30:00Z,7929.3,7945.1,7924.1,7942.4
2020-04-06T18:45:00Z,7942.3,7960.6,7939.6,7957.4
2020-04-06T19:00:00Z,7957.5,7978.4,7945.5,7961.7
2020-04-06T19:15:00Z,7961.8,7982.6,7940.1,7980.9
2020-04-06T19:30:00Z,7980.6,8006.8,7969.7,8005.2
2020-04-06T19:45:00Z,8005.5,8101.8,7980.9,8056.1
2020-04-06T20:00:00Z,8055.7,8057.8,8020.7,8036.4
2020-04-06T20:30:00Z,8038.5,8042.6,8030.8,8031.7
2020-04-06T20:45:00Z,8031.8,8042.4,8029,8038.8
2020-04-06T22:00:00Z,8022.1,8027.1,8007.8,8024.7
2020-04-06T22:15:00Z,8023.6,8039.1,8007.8,8015.7
2020-04-06T22:30:00Z,8015.6,8022.7,8004.1,8016.9
2020-04-06T22:45:00Z,8017,8019.9,8002.8,8005
2020-04-06T23:00:00Z,8004.9,8015,7999.8,8013.7
2020-04-06T23:15:00Z,8013.8,8047.7,8010.8,8035.4
2020-04-06T23:30:00Z,8035.3,8069.1,8033.1,8057.3
2020-04-06T23:45:00Z,8057.3,8086.8,8052,8083
2020-04-07T00:00:00Z,8083.1,8098.8,8071.5,8082.1
2020-04-07T00:15:00Z,8083.2,8083.3,8059.3,8062
2020-04-07T00:30:00Z,8062.8,8066.9,8027.8,8036.6
2020-04-07T00:45:00Z,8035.8,8054.6,8029.8,8045.7
2020-04-07T01:00:00Z,8045.8,8055.7,8028.8,8040.2
2020-04-07T01:15:00Z,8040.1,8053,8024.3,8029.2
2020-04-07T01:30:00Z,8029.1,8033.8,8003.8,8016.2
2020-04-07T01:45:00Z,8016.3,8021.4,7999.7,8005.7
2020-04-07T02:00:00Z,8005.6,8011.3,7995.3,7998.1
2020-04-07T02:15:00Z,7998.3,8000.6,7979.5,7993.5
2020-04-07T02:30:00Z,7994.2,8007.3,7984.8,8003.3
2020-04-07T02:45:00Z,8003.2,8012.2,7988.8,8010.8
2020-04-07T03:00:00Z,8010.8,8013.9,7993.8,7995.6
2020-04-07T03:15:00Z,7995.7,7997,7980.1,7988
2020-04-07T03:30:00Z,7987.8,7989.2,7960.8,7965.4
2020-04-07T03:45:00Z,7965.3,7968.1,7950.6,7963.9
2020-04-07T04:00:00Z,7964,7984.3,7958.4,7974.6
2020-04-07T04:15:00Z,7974.5,7992.8,7968.3,7977.7
2020-04-07T04:30:00Z,7977.8,7993.8,7970.5,7989.7
2020-04-07T04:45:00Z,7989.3,8011.3,7985.5,8009.2
2020-04-07T05:00:00Z,8008.1,8020.9,7999.5,8015.4
2020-04-07T05:15:00Z,8014.3,8019.8,8003.3,8005.8
2020-04-07T05:30:00Z,8005.9,8060.7,7999.1,8053.1
2020-04-07T05:45:00Z,8053.3,8071.1,8052.8,8060.4
2020-04-07T06:00:00Z,8060.6,8115.5,8050.3,8103.2
2020-04-07T06:15:00Z,8103.3,8117.8,8089.1,8097.6
2020-04-07T06:30:00Z,8098.7,8113.1,8089,8107.7
2020-04-07T06:45:00Z,8107.6,8155.5,8100.3,8149.8
2020-04-07T07:00:00Z,8149.6,8179.6,8143,8170.2
2020-04-07T07:15:00Z,8170.4,8172.6,8125.8,8133.7
2020-04-07T07:30:00Z,8133.8,8207.2,8119,8197.7
2020-04-07T07:45:00Z,8196.9,8236.9,8191,8206.5
