Datetime,Open,High,Low,Close
2020-03-31T22:00:00Z,7761.5,7772.2,7740,7742
2020-03-31T22:15:00Z,7742,7748.2,7729,7742.3
2020-03-31T22:30:00Z,7742.2,7743.1,7713.4,7727.8
2020-03-31T22:45:00Z,7727.7,7741.3,7727.6,7737.6
2020-03-31T23:00:00Z,7737.9,7749.4,7721.4,7723.7
2020-03-31T23:15:00Z,7723.7,7730.9,7710.9,7719.1
2020-03-31T23:30:00Z,7718.3,7730.9,7715.6,7724.8
2020-03-31T23:45:00Z,7724.9,7737.5,7713.3,7716.9
2020-04-01T00:00:00Z,7716.8,7725.8,7693.4,7701.7
2020-04-01T00:15:00Z,7701.6,7721.6,7699.2,7718.4
2020-04-01T00:30:00Z,7718.5,7743.3,7716.9,7733.1
2020-04-01T00:45:00Z,7734.3,7749.4,7726.5,7745.4
2020-04-01T01:00:00Z,7744.3,7745.1,7718.3,7719.5
2020-04-01T01:15:00Z,7719.4,7732.4,7706.4,7725.1
2020-04-01T01:30:00Z,7725,7730.4,7709.1,7711.3
2020-04-01T01:45:00Z,7711.2,7736.3,7709.7,7734.9
2020-04-01T02:00:00Z,7734.4,7740.8,7727.2,7738.3
2020-04-01T02:15:00Z,7738,7747.2,7725.7,7727.3
2020-04-01T02:30:00Z,7727.4,7735.3,7718.8,7728.3
2020-04-01T02:45:00Z,7728.4,7734.9,7725.8,7728.4
2020-04-01T03:00:00Z,7728.3,7730.4,7716.7,7726.8
2020-04-01T03:15:00Z,7726.7,7729.7,7711.3,7717.9
2020-04-01T03:30:00Z,7717.8,7723.1,7713.2,7713.6
2020-04-01T03:45:00Z,7714.4,7720.9,7696.7,7699.1
2020-04-01T04:00:00Z,7699.9,7707.4,7686.4,7687.3
2020-04-01T04:15:00Z,7687.4,7695.4,7672.7,7678.8
2020-04-01T04:30:00Z,7678.7,7689.6,7669.9,7685.8
2020-04-01T04:45:00Z,7685.7,7696.8,7676.4,7692.9
2020-04-01T05:00:00Z,7692.8,7701.3,7674.1,7674.3
2020-04-01T05:15:00Z,7674.2,7686.2,7657.5,7661.8
2020-04-01T05:30:00Z,7661.9,7664.4,7605.5,7615.2
2020-04-01T05:45:00Z,7615.2,7628.7,7579.5,7609.8
2020-04-01T06:00:00Z,7609.2,7613,7541.1,7555.4
2020-04-01T06:15:00Z,7555.3,7584.5,7534.2,7572.3
2020-04-01T06:30:00Z,7572.4,7592.6,7550.7,7580.5
2020-04-01T06:45:00Z,7580.6,7605.2,7572.2,7604.6
2020-04-01T07:00:00Z,7604.9,7629.5,7588.4,7618.2
2020-04-01T07:15:00Z,7618,7640.2,7584.4,7590.7
2020-04-01T07:30:00Z,7591.7,7610.6,7576.8,7595.3
2020-04-01T07:45:00Z,7594.1,7616.2,7561.7,7607
2020-04-01T08:00:00Z,7606.8,7624.3,7567.8,7609.3
2020-04-01T08:15:00Z,7609.2,7616.7,7567.7,7577.8
2020-04-01T08:30:00Z,7578.1,7590.4,7550.8,7563
2020-04-01T08:45:00Z,7562.9,7592.4,7561.6,7587.5
2020-04-01T09:00:00Z,7586.4,7621.4,7584.2,7600.7
2020-04-01T09:15:00Z,7602.2,7605.5,7571.4,7596.4
2020-04-01T09:30:00Z,7596.3,7606.2,7583.8,7601.9
2020-04-01T09:45:00Z,7602,7616,7591.9,7602.9
2020-04-01T10:00:00Z,7602.8,7627.4,7597.4,7601.4
2020-04-01T10:15:00Z,7600.3,7614.4,7581.4,7589.7
2020-04-01T10:30:00Z,7589.6,7603.4,7574.4,7576.8
2020-04-01T10:45:00Z,7576.7,7589.4,7565.1,7580.3
2020-04-01T11:00:00Z,7580.5,7590.6,7563.2,7577.2
2020-04-01T11:15:00Z,7577.3,7585.8,7567.7,7583.5
2020-04-01T11:30:00Z,7583.6,7600.2,7580.5,7586.4
2020-04-01T11:45:00Z,7586.5,7587.4,7569.5,7576.4
2020-04-01T12:00:00Z,7576.2,7576.4,7530.4,7535
2020-04-01T12:15:00Z,7534.9,7588.5,7534.8,7566.5
2020-04-01T12:30:00Z,7566.6,7585.7,7562.9,7585.4
2020-04-01T12:45:00Z,7585.3,7597.4,7567.6,7571.9
2020-04-01T13:00:00Z,7573.2,7596.7,7562.5,7588.6
2020-04-01T13:15:00Z,7589.3,7593.4,7560.5,7571.7
2020-04-01T13:30:00Z,7571.8,7638.4,7566.9,7604.4
2020-04-01T13:45:00Z,7604.3,7613.8,7572.1,7588.1
2020-04-01T14:00:00Z,7597.9,7629.4,7571.9,7626.6
2020-04-01T14:15:00Z,7626.6,7641.4,7608.7,7622.3
2020-04-01T14:30:00Z,7622.4,7655.2,7609.2,7637.2
2020-04-01T14:45:00Z,7637.3,7663.8,7626.3,7649.8
2020-04-01T15:00:00Z,7649.7,7689.5,7645.4,7676.8
2020-04-01T15:15:00Z,7676.6,7689.3,7629.1,7631.9
2020-04-01T15:30:00Z,7631.9,7642.3,7598.3,7608.1
2020-04-01T15:45:00Z,7607.6,7621.6,7589.7,7603.5
2020-04-01T16:00:00Z,7603.8,7604.1,7568,7587.6
2020-04-01T16:15:00Z,7588.2,7592.2,7557.6,7560.1
2020-04-01T16:30:00Z,7560.2,7574.9,7513.6,7523.9
2020-04-01T16:45:00Z,7524,7538.2,7505.6,7517.2
2020-04-01T17:00:00Z,7517,7546.7,7509.7,7523.6
2020-04-01T17:15:00Z,7523.6,7548.5,7514.3,7534.1
2020-04-01T17:30:00Z,7534.2,7539,7511.9,7536.3
2020-04-01T17:45:00Z,7536.2,7552.7,7517,7545
2020-04-01T18:00:00Z,7544.6,7564.1,7531,7533.6
2020-04-01T18:15:00Z,7534.1,7537.8,7513,7519.6
2020-04-01T18:30:00Z,7519.5,7522.5,7492.1,7501.5
2020-04-01T18:45:00Z,7501.6,7519.9,7468.4,7471.9
2020-04-01T19:00:00Z,7471.8,7491,7454.7,7456.2
2020-04-01T19:15:00Z,7455.6,7473.5,7442.2,7442.7
2020-04-01T19:30:00Z,7442.6,7457.5,7410.6,7422.1
2020-04-01T19:45:00Z,7422.3,7502.4,7422.3,7478.2
2020-04-01T20:00:00Z,7478.6,7479.4,7440.4,7444.2
2020-04-01T20:30:00Z,7450.3,7473.7,7446.3,7471
2020-04-01T20:45:00Z,7471.1,7477.5,7465.9,7470.1
2020-04-01T22:00:00Z,7482.5,7501.7,7477.7,7496.6
2020-04-01T22:15:00Z,7496.4,7520.1,7490.4,7490.4
2020-04-01T22:30:00Z,7490.7,7501.6,7487.1,7493.3
2020-04-01T22:45:00Z,7493.4,7503.2,7476.2,7478.3
2020-04-01T23:00:00Z,7478.4,7485.1,7470.3,7483.1
2020-04-01T23:15:00Z,7483.1,7497.2,7481.2,7493.8
2020-04-01T23:30:00Z,7493.8,7507.3,7487.2,7502.3
2020-04-01T23:45:00Z,7502.4,7511.5,7498.6,7509.3
2020-04-02T00:00:00Z,7509.5,7524.3,7501.7,7512.7
2020-04-02T00:15:00Z,7512.8,7524.6,7504.9,7514.5
2020-04-02T00:30:00Z,7514.6,7516.2,7500.2,7502.2
2020-04-02T00:45:00Z,7502.3,7517.3,7496.9,7504.1
2020-04-02T01:00:00Z,7504.2,7504.2,7462.8,7474.2
2020-04-02T01:15:00Z,7474.1,7492.4,7465,7488.4
2020-04-02T01:30:00Z,7487.5,7510.6,7486.3,7497.8
2020-04-02T01:45:00Z,7497.7,7516.5,7494.5,7496.4
2020-04-02T02:00:00Z,7496.4,7534.8,7496.4,7532
2020-04-02T02:15:00Z,7532.1,7537.3,7515.6,7519.1
2020-04-02T02:30:00Z,7519.1,7529.4,7509.6,7525.2
2020-04-02T02:45:00Z,7525.3,7545.4,7524.1,7532.1
2020-04-02T03:00:00Z,7532.3,7544.1,7529.1,7530.2
2020-04-02T03:15:00Z,7530.4,7548.6,7530,7537
2020-04-02T03:30:00Z,7536.8,7548.3,7536.3,7545.9
2020-04-02T03:45:00Z,7545.8,7552.9,7526.6,7529.2
2020-04-02T04:00:00Z,7529.3,7538.4,7517.8,7525.8
2020-04-02T04:15:00Z,7525.9,7533.3,7518.1,7520.5
2020-04-02T04:30:00Z,7520.4,7537.9,7511.1,7536.6
2020-04-02T04:45:00Z,7536.7,7547.8,7520.8,7526.9
2020-04-02T05:00:00Z,7527.1,7534.1,7495.2,7497.2
2020-04-02T05:15:00Z,7497.3,7520.3,7497,7506
2020-04-02T05:30:00Z,7506.1,7538.4,7505.5,7527.5
2020-04-02T05:45:00Z,7527.4,7538.6,7514.9,7533.6
2020-04-02T06:00:00Z,7533.6,7558.6,7533.1,7546.4
2020-04-02T06:15:00Z,7546.3,7551.8,7534.3,7538.2
2020-04-02T06:30:00Z,7537.5,7554.8,7532.7,7545.4
2020-04-02T06:45:00Z,7545.3,7562.9,7544.8,7559.3
2020-04-02T07:00:00Z,7558.6,7568.7,7549.1,7567.2
2020-04-02T07:15:00Z,7567.3,7587.3,7560.3,7574.9
2020-04-02T07:30:00Z,7574.8,7576.9,7551.8,7573.5
2020-04-02T07:45:00Z,7573.6,7576.5,7554.3,7571.2
2020-04-02T08:00:00Z,7571.9,7590.9,7566.5,7579.3
2020-04-02T08:15:00Z,7578.6,7598.7,7578.6,7589.1
2020-04-02T08:30:00Z,7589.2,7600.5,7578.8,7583.9
2020-04-02T08:45:00Z,7584.7,7585.6,7566,7569.6
2020-04-02T09:00:00Z,7568.3,7576.6,7558.3,7562.1
2020-04-02T09:15:00Z,7562.3,7576.4,7558.7,7566.4
2020-04-02T09:30:00Z,7566.3,7573.5,7543.3,7552.3
2020-04-02T09:45:00Z,7552.4,7554.7,7523.1,7529.4
2020-04-02T10:00:00Z,7529.3,7538.8,7510.3,7535.3
2020-04-02T10:15:00Z,7534.7,7552.4,7529.5,7544.5
2020-04-02T10:30:00Z,7544.4,7548.3,7535.5,7545.3
2020-04-02T10:45:00Z,7545.2,7547.2,7522.1,7538.1
2020-04-02T11:00:00Z,7538.2,7539.8,7514.3,7519.1
2020-04-02T11:15:00Z,7519.1,7539.1,7518.6,7537.3
2020-04-02T11:30:00Z,7537.2,7543.7,7526.3,7534.5
2020-04-02T11:45:00Z,7534.4,7569.7,7534.4,7563.7
2020-04-02T12:00:00Z,7563.6,7581.1,7554.8,7563.1
2020-04-02T12:15:00Z,7563.2,7572.5,7540.3,7550.4
2020-04-02T12:30:00Z,7550.6,7567.8,7435.3,7466.8
2020-04-02T12:45:00Z,7466.7,7482.3,7444.3,7454.2
2020-04-02T13:00:00Z,7454.5,7470.3,7379.7,7388.9
2020-04-02T13:15:00Z,7389.3,7437.6,7383.1,7436.6
2020-04-02T13:30:00Z,7436.6,7524.6,7420.3,7444.7
2020-04-02T13:45:00Z,7444.8,7482.2,7412,7474.2
2020-04-02T14:00:00Z,7474.1,7532.4,7464.2,7515.1
2020-04-02T14:15:00Z,7515.3,7529.3,7489.9,7526.1
2020-04-02T14:30:00Z,7526.2,7621.4,7517.6,7566
2020-04-02T14:45:00Z,7565.9,7584.7,7529.6,7569.4
2020-04-02T15:00:00Z,7569.2,7595.1,7539.5,7552.5
2020-04-02T15:15:00Z,7553.1,7591.6,7537.9,7548.5
2020-04-02T15:30:00Z,7548.4,7587.9,7544.1,7578.4
2020-04-02T15:45:00Z,7578.5,7612.2,7565.8,7600
2020-04-02T16:00:00Z,7600.1,7623.1,7583.1,7610.3
2020-04-02T16:15:00Z,7610.1,7617.4,7574.7,7576.7
2020-04-02T16:30:00Z,7576.8,7597.6,7569.6,7588.3
2020-04-02T16:45:00Z,7588.6,7606.6,7580.3,7594.2
2020-04-02T17:00:00Z,7593.9,7614.5,7547.9,7550.5
2020-04-02T17:15:00Z,7550.5,7558.1,7504,7509.5
2020-04-02T17:30:00Z,7509.5,7540.4,7496.3,7537.3
2020-04-02T17:45:00Z,7537.3,7544.1,7516.5,7521.4
2020-04-02T18:00:00Z,7521.5,7523.6,7462,7491.8
2020-04-02T18:15:00Z,7491.7,7497,7450.8,7491.4
2020-04-02T18:30:00Z,7491.4,7504.9,7468.4,7481.4
2020-04-02T18:45:00Z,7481.9,7549.3,7471.9,7546.3
2020-04-02T19:00:00Z,7546.8,7562.4,7527.1,7542.6
2020-04-02T19:15:00Z,7542.6,7578.9,7538.6,7560.2
2020-04-02T19:30:00Z,7560.2,7583.1,7524.9,7579.6
2020-04-02T19:45:00Z,7579.5,7628.8,7549.8,7621.7
2020-04-02T20:00:00Z,7621.6,7661,7615.3,7631.6
2020-04-02T20:15:00Z,7631,7631.1,7630.9,7630.9
2020-04-02T20:30:00Z,7632.5,7647.1,7628.9,7629.9
2020-04-02T20:45:00Z,7629.8,7640.4,7625.8,7626.6
2020-04-02T22:00:00Z,7619.1,7645.9,7611.1,7637.1
2020-04-02T22:15:00Z,7637,7656.4,7633.1,7644.1
2020-04-02T22:30:00Z,7645.4,7645.6,7623.1,7623.2
2020-04-02T22:45:00Z,7623.1,7641.1,7622.5,7637.9
2020-04-02T23:00:00Z,7637.4,7643.8,7615.3,7620
2020-04-02T23:15:00Z,7619.9,7625.3,7616.3,7617.9
2020-04-02T23:30:00Z,7618,7619.9,7581.1,7582.1
2020-04-02T23:45:00Z,7582.2,7599.1,7581.1,7595.7
2020-04-03T00:00:00Z,7595.6,7614.8,7588,7588.8
2020-04-03T00:15:00Z,7588.9,7595.9,7570.1,7592.9
2020-04-03T00:30:00Z,7592.9,7601.9,7581.9,7584.3
2020-04-03T00:45:00Z,7584.4,7588.1,7570.4,7584.5
2020-04-03T01:00:00Z,7584.5,7587.9,7562.2,7586.6
2020-04-03T01:15:00Z,7586.7,7597.1,7574.6,7582.2
2020-04-03T01:30:00Z,7582.1,7604.6,7579.9,7586.9
2020-04-03T01:45:00Z,7586.7,7601.3,7585.1,7600.2
2020-04-03T02:00:00Z,7600.2,7602.2,7577.6,7581.8
2020-04-03T02:15:00Z,7581.9,7589.9,7567.4,7585.1
2020-04-03T02:30:00Z,7585,7587.9,7577.4,7586.4
2020-04-03T02:45:00Z,7586.5,7593.6,7578.3,7587.8
2020-04-03T03:00:00Z,7587.7,7589.3,7576.4,7576.8
2020-04-03T03:15:00Z,7576.8,7583.8,7572.8,7579.7
2020-04-03T03:30:00Z,7579.9,7581.1,7560.3,7560.4
2020-04-03T03:45:00Z,7560.5,7567.9,7556.5,7564.2
2020-04-03T04:00:00Z,7564.1,7564.4,7543.5,7546.8
2020-04-03T04:15:00Z,7546.9,7551.1,7543.1,7543.7
2020-04-03T04:30:00Z,7543.9,7548.8,7536.7,7545.3
2020-04-03T04:45:00Z,7545.5,7555.7,7532.1,7541.8
2020-04-03T05:00:00Z,7541.5,7550.8,7526,7526.1
2020-04-03T05:15:00Z,7526.1,7538.6,7522.9,7526.7
2020-04-03T05:30:00Z,7526.8,7557.8,7519.8,7542
2020-04-03T05:45:00Z,7541.9,7567.1,7537.2,7564.2
2020-04-03T06:00:00Z,7564.2,7565.8,7546.1,7550.1
2020-04-03T06:15:00Z,7550,7558.3,7534.8,7539.3
2020-04-03T06:30:00Z,7539.4,7552.8,7538.1,7551.4
2020-04-03T06:45:00Z,7551.5,7579,7549.5,7567.6
2020-04-03T07:00:00Z,7568.3,7581.8,7555.3,7560.8
2020-04-03T07:15:00Z,7560.8,7560.8,7527.5,7543.8
2020-04-03T07:30:00Z,7544.2,7582,7541.5,7579.4
2020-04-03T07:45:00Z,7579.3,7580.7,7555.1,7564.2
2020-04-03T08:00:00Z,7564.3,7579.8,7560,7573
2020-04-03T08:15:00Z,7572.9,7573.8,7536.9,7545.1
2020-04-03T08:30:00Z,7544.8,7549.2,7517,7530.7
2020-04-03T08:45:00Z,7530.6,7542.8,7526.2,7540.1
2020-04-03T09:00:00Z,7540.8,7552.9,7531,7541
2020-04-03T09:15:00Z,7540.9,7541.8,7517.8,7537
2020-04-03T09:30:00Z,7537.2,7540.7,7513.8,7529.5
2020-04-03T09:45:00Z,7528.7,7553.8,7521.2,7552
2020-04-03T10:00:00Z,7552,7562.1,7541.5,7547.9
2020-04-03T10:15:00Z,7548,7548.5,7532,7541.5
2020-04-03T10:30:00Z,7541.4,7569.1,7536,7544.1
2020-04-03T10:45:00Z,7544,7561.9,7543.9,7557
2020-04-03T11:00:00Z,7557.1,7569.7,7551.6,7556.7
2020-04-03T11:15:00Z,7556.7,7565,7545.8,7561.3
2020-04-03T11:30:00Z,7561.2,7578.8,7559.5,7571.1
2020-04-03T11:45:00Z,7571,7653.2,7569.4,7641.8
2020-04-03T12:00:00Z,7641.5,7649.3,7589.8,7597.3
2020-04-03T12:15:00Z,7597.4,7603.7,7569.1,7573.5
2020-04-03T12:30:00Z,7573.6,7635.6,7545,7594.6
2020-04-03T12:45:00Z,7594.5,7611.7,7582.1,7601.2
2020-04-03T13:00:00Z,7601.3,7641.9,7596.6,7602
2020-04-03T13:15:00Z,7601.9,7621.4,7587.8,7596
2020-04-03T13:30:00Z,7596,7665.5,7575.3,7647.9
2020-04-03T13:45:00Z,7648,7655.4,7603.6,7625.8
2020-04-03T14:00:00Z,7629.9,7653,7616.4,7624.3
2020-04-03T14:15:00Z,7623.9,7624.3,7562.5,7573
2020-04-03T14:30:00Z,7572.9,7579.6,7535.6,7556
2020-04-03T14:45:00Z,7556.6,7566.4,7537.4,7554.3
2020-04-03T15:00:00Z,7554.8,7571.1,7536.3,7536.6
2020-04-03T15:15:00Z,7536.7,7546.6,7517.3,7531.4
2020-04-03T15:30:00Z,7530.9,7552.8,7518,7524.5
2020-04-03T15:45:00Z,7525,7530.1,7502.1,7525
2020-04-03T16:00:00Z,7525.2,7535.4,7483.5,7489.3
2020-04-03T16:15:00Z,7489.3,7498.1,7470.8,7488.8
2020-04-03T16:30:00Z,7488.9,7511,7478.3,7509.4
2020-04-03T16:45:00Z,7509.8,7510.6,7480.4,7501.6
2020-04-03T17:00:00Z,7501.4,7520.3,7489.5,7489.9
2020-04-03T17:15:00Z,7490.4,7510.6,7472.9,7476.1
2020-04-03T17:30:00Z,7476,7476.4,7446.6,7456.7
2020-04-03T17:45:00Z,7456.8,7471.7,7439.4,7450.8
2020-04-03T18:00:00Z,7450.6,7465.1,7427.6,7438.6
2020-04-03T18:15:00Z,7438.5,7480.4,7430.3,7477.8
2020-04-03T18:30:00Z,7477.7,7477.7,7447.6,7448.1
2020-04-03T18:45:00Z,7448.1,7501.7,7448.1,7497.1
2020-04-03T19:00:00Z,7497.1,7512.2,7461.9,7476.9
2020-04-03T19:15:00Z,7476.9,7500.4,7464.3,7479.7
2020-04-03T19:30:00Z,7479.9,7493.4,7442.3,7443.1
2020-04-03T19:45:00Z,7443.1,7534.7,7441.8,7517.2
2020-04-03T20:00:00Z,7516.5,7546.2,7511.9,7522.4
2020-04-03T20:30:00Z,7525.7,7531.8,7513.4,7519.4
2020-04-03T20:45:00Z,7519.4,7531.1,7518.3,7526.6
2020-04-05T22:00:00Z,7607.4,7643.4,7598.4,7625.3
2020-04-05T22:15:00Z,7625.2,7650.6,7610.6,7639.3
2020-04-05T22:30:00Z,7639.2,7642.1,7627.5,7634
2020-04-05T22:45:00Z,7634.1,7641.7,7624.8,7629.2
2020-04-05T23:00:00Z,7629.2,7656.8,7628.1,7650.7
2020-04-05T23:15:00Z,7650.6,7656.6,7640.3,7647.2
2020-04-05T23:30:00Z,7647.3,7647.3,7626.5,7633.7
2020-04-05T23:45:00Z,7633.6,7657.6,7631.2,7655.3
2020-04-06T00:00:00Z,7655.5,7682.4,7653,7679.3
2020-04-06T00:15:00Z,7679.2,7735.3,7676.3,7735.1
2020-04-06T00:30:00Z,7735.3,7818.6,7731.6,7794.4
2020-04-06T00:45:00Z,7794.3,7800.5,7774.5,7783.7
2020-04-06T01:00:00Z,7784.6,7804.5,7778.2,7803.5
2020-04-06T01:15:00Z,7803.4,7807.4,7783.8,7785.4
2020-04-06T01:30:00Z,7785.4,7792.1,7770,7778.2
2020-04-06T01:45:00Z,7778.1,7793.9,7765,7793.2
2020-04-06T02:00:00Z,7792.4,7797.1,7777.8,7795.8
